name,cuisines,area,timing,full_address,ishomedelivery,istakeaway,isindoorseating,isvegonly,dinner_ratings,dinner_reviews,delivery_ratings,delivery_reviews,knownfor,populardishes,peopleknownfor,averagecost
Sukh Sagar,"chinese, north indian, street food, ice cream, shake","Jayanagar, Bangalore",7am – 10pm (Today),"Near Jain Temple, 30 Cross, 8 Main Road, 4 Block, Jayanagar, Bangalore",1,1,1,1,3.5,171,3.3,42,,,"Price, Good Food, Quality, Experience, Taste",700
Punjabi Dhaba,"north indian, chinese, mughlai","HSR, Bangalore",12noon – 11pm (Today),"14, Ground Floor, 24th Main, Agara, HSR, Bangalore",1,1,1,0,3.5,157,3.8,12400,,"Aloo Gobhi, Pav Bhaji, Paneer Butter Masala, Butter Chicken","Casual Seating Area, Inexpensive, Nice Crowd, Comfort Food, Great Recommendations, Polite Staff",500
Punjabi Unplugged,"north indian, chinese","Koramangala 7th Block, Bangalore",11am – 3am (Today),"57, 1st Main Road, Koramangala 7th Block, Bangalore",1,1,1,0,4.0,109,3.8,2890,,"Rajma Masala, Mushroom Manchurian, Tandoori Roti, Pav Bhaji","Drive through, Chirpy Crowd, Office Crowd, Economical, Pocket Friendly, Great Recommendations",400
Afghani Tandoori Hub,"afghan, biryani, chinese, north indian, desserts, beverages","BTM, Bangalore","12midnight – 5am, 11am – 12midnight (Today)","39, 1 St 'C' Cross, Opposite Swaraj Hyper Market, Chocolate Factory Road, Tavarekere, BTM, Bangalore",1,1,1,0,3.0,106,3.5,10900,,,,400
AB's - Absolute Barbecues,"north indian, mangalorean, bbq, street food, desserts, salad, beverages","BTM, Bangalore",10:30am – 11pm (Today),"Near Jayadeva Flyover, 100 Feet Road, 1st Phase, 2nd Stage, BTM, Bangalore",1,1,1,0,4.7,7984,3.7,893,serving varieties of meat,"Cajun Spicy Potato, Mutton Vindaloo, Pineapple Tikka, Grilled Corn, Tangdi Chicken, Masala Prawn","Starters was Amazing, Live Grill, Complimentary Drinks, Good Service and Good Food, Birthday Celebrations, Friendly Atmosphere",1200
Burger Seigneur,"cafe, burger, continental, beverages, desserts","St. Marks Road, Bangalore","12midnight – 1am, 11am – 12midnight (Today)","1, Ground Floor, Sobha, St. Marks Road, Bangalore",1,1,1,0,3.9,158,4.1,894,,"Skillet Cookie, Dynamite Shrimps, Hot Chocolate, Cheese Cake, Cheesecake, Mushroom","Best Staff, Excellent Location, Ambience was Super Cool, Served Quickly, Fantastic Decoration, Nice Concept",1300
Lakeview Milkbar,"desserts, cafe, fast food, sandwich, beverages, shake","MG Road, Bangalore",10am – 1am (Today),"89, Kannan Building, MG Road, Bangalore",1,1,1,0,4.0,1693,4.3,626,Serving Bangaloreans since decades with their sundaes.,"Butterscotch Ice Cream, Brownie Sizzler, Banana Split, Chocolate Fudge, Chilli Cheese Toast, Club Sandwich","Coffee Date, Totally Worth it, Table Service, Good Location, Family Crowd, Decent Place",500
Nandi Chats,street food,"BTM, Bangalore",4pm – 9pm (Today),"727, 7th Cross, 10th Main, 2nd Stage, BTM, Bangalore",1,1,1,1,3.9,106,3.9,1001,,"Masala Poori, Sev Puri, Bhel Puri, Gulab Jamun","Prompt Service, Best Place, Spicy, Prices, Value for Money, Packaging",150
Eat N Drink,"fast food, sandwich, burger, wraps, rolls, shake, juices, beverages","BTM, Bangalore",11am – 10:50pm (Today),"8, 1st Cross, Bharathi Layout, S.G Palya, Main Road, BTM, Bangalore",1,1,1,0,3.7,98,4.3,370,,"Wraps, Juices, Shakes, Sandwiches, Burgers","Great Place, Good Place, Good Food, Service",350
Hotel Sanman,south indian,"Basavanagudi, Bangalore",6:30am – 9pm (Today),"4, R.V. Road, Near South End Circle Metro Station, Basavanagudi, Bangalore",1,1,1,0,3.4,12,4.4,1222,,,,100
Garden Fresh,"juices, healthy food, salad, beverages, shake","BTM, Bangalore",8am – 11pm (Today),"1210, 16th Main Road, Stage 2, BTM, Bangalore",1,1,1,0,3.8,71,4.2,3524,,"Blueberry Shake, Dry Fruit Shake, Juices, Shakes","Garden Fresh, Sugar Free Options, Quantity, Price",200
Marwadi Chaat Tiffin Services,"north indian, street food","BTM, Bangalore",24 Hours (Today),"2, 100 Feet Ring Road, BTM 1st Stage, Opposite Water Tank, BTM, Bangalore",1,1,1,0,3.7,139,3.6,5466,,"Chole Puri, Aloo Bhindi, Paneer Thali, Matar Paneer, Paneer Bhurji, Pav Bhaji","Best Services, Amazing Restaurant, Street Food, Reasonable Rate, Wonderful Presentation, Spill Proof Packaging",250
Habibi Falafel,"arabian, beverages, fast food","Koramangala 1st Block, Bangalore",8am – 3am (Today),"969, 1st Main, Koramangala 1st Block, Bangalore",1,1,1,0,4.2,385,4.1,2389,,"Arabic Falafel, Falafel Plate, Baklavas, Pita Pocket, Baba Ganoush, Pomegranate Juice","Economical, Vegan Options, Cozy Ambiance, Cute Little Place, Authentic Food, Polite Staff",550
Rajasthani Taj Restaurant,"north indian, chinese, street food","BTM, Bangalore",8am – 11pm (Today),"171/1, P.R Building, 16th Main, Near Shobha Hospital, BTM Layout, Taverekere Main Road, BTM, Bangalore",1,1,1,0,3.4,29,3.2,3380,,,"Perfect Presentation, Great Veg Options, Yummy Food, Extensive Menu, Contactless Delivery, Delicious Taste",300
Mughal Treat,"mughlai, chinese, north indian, seafood, rolls, kebab, biryani, arabian","HSR, Bangalore",12noon – 1am (Today),"2nd Sector, 27th Main Road, Near KEB Power Station, HSR, Bangalore",1,1,1,0,4.0,577,4.0,12700,,"Charcoal Chicken, Chicken Tikka Curry, Afghan Chicken, Fry Prawns, Pulpy Grape Juice, Lemon Soda","Comfortable Seating Area, Family Place, Packed on Weekends, Tasty Food, Chef, Worth the Money",800
Slay Coffee Bar,"beverages, coffee, bakery","Koramangala 5th Block, Bangalore",7am – 1am (Today),"139, 1st Cross Road, Koramangala 5th Block, Bangalore",1,1,1,0,3.7,40,4.3,1068,,,"Best in Service, Clean and Hygienic Place, Fair Prices, Served Quickly, Wonderful Presentation, Contactless Delivery",350
Gopaljee Cafe,"street food, beverages","Koramangala 7th Block, Bangalore",9am – 9pm (Today),"226, Someshawara Temple Road, Koramangala 7th Block, Bangalore",1,0,0,0,3.9,45,4.1,372,,"Chole Bhature, Gulab Jamun, Lassi, Snacks","Comforting Atmosphere, Self Service, Food Presentation, Worth the Money, Tasty, Great Portions",500
Sri Bhagya Veg,"north indian, south indian, chinese, biryani, desserts","Bommanahalli, Bangalore",6:30am – 10pm (Today),"201/A, Kudlu Main Road, Kudlu Gate, Bommanahalli, Bangalore",1,1,1,0,3.3,54,3.9,4397,,,"Portion, Spicy, Good Quality, Price",300
Thottathil Food House,"kerala, south indian, biryani, shake","BTM, Bangalore",8am – 12midnight (Today),"2nd Cross, Maruthi Nagar, Madiwala, Near Sreenivasa Temple, BTM, Bangalore",1,1,1,0,3.7,175,3.5,9068,,,,300
Amazing Kati Roll's,"rolls, fast food, burger","HSR, Bangalore",8am – 4am (Today),"226, Ground Floor, Sai Anugraha, 17th Main, 4th Sector, Opposite Oxford College, HSR, Bangalore",1,1,1,0,3.7,102,3.8,5852,,"Momo, Roll, French Fries, Dessert, Burger","Portion Size, Spill Proof Packaging, Weekend Brunch, Contactless Delivery, Student Crowd, Good Wifi",300
Sendhoor Coffee,"south indian, beverages","Koramangala 6th Block, Bangalore",7am – 9pm (Today),"100, Koundinya, Ground Floor, Koramangala 6th Block, Bangalore",1,1,1,1,4.1,211,4.2,931,,"Coriander Chutney, Chutneys, Sambhar, Coffee, Dosa","Elegantly Decorated, Good Portions, Reasonable Prices, Prompt Service, Polite Staff, Breakfast",200
Hatti Kaapi,"coffee, fast food, beverages","Koramangala 5th Block, Bangalore",7am – 11:30pm (Today),"133, MIG, KHB Colony, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",1,1,0,1,3.2,0,3.8,1713,,"Hatti Kaapi, Hot Coffee, Ginger Tea, Filter Coffee, Snacks","Breakfast, Prices, Quantity, Service",400
Pai Vihar,"south indian, street food, chinese, north indian, biryani, fast food, desserts, beverages","City Market, Bangalore",7am – 10:15pm (Today),"2, OTC Road, Near JC Road Bangalore, Chikkapete, B.B.M.P West, City Market, Bangalore",1,1,1,0,2.8,56,4.2,919,,,,300
Awesome Foods,"south indian, biryani","BTM, Bangalore",11am – 11:30pm (Today),"10th Cross Road, 20th Main Road, Maruthi Nagar, Chikka Madivala, 1st Stage, BTM, Bangalore",1,1,1,0,3.8,63,3.8,1413,,,,200
Ashirvaad Grand,"chinese, north indian, south indian, biryani","BTM, Bangalore",Opens on Monday at 7am,"Makana Tower, Tavarekere Main Road, BTM, Bangalore",1,1,1,1,3.7,149,4.1,3211,,,,350
Art Of Delight,"ice cream, desserts, beverages","Koramangala 5th Block, Bangalore",12noon – 12:30am (Today),"13, 17th Main, 1st Cross, 5th A Block, Koramangala 5th Block, Bangalore",1,1,1,0,4.2,542,4.2,561,,"Choco Fudge Brownie, Red Velvet Cheesecake, Dark Chocolate Ice Cream, Blueberry Cheesecake, Cookie, Chocolate Fudge","Totally Worth it, Art, Servings, Cozy Place, Best Places, Perfect Place",300
Tibetan Mother's Kitchen,"tibetan, chinese, thai","Koramangala 7th Block, Bangalore",12noon – 10pm (Today),"404, 1st C Cross, Near Vodafone Store, Koramangala 7th Block, Bangalore",1,1,1,0,4.2,1026,4.0,5643,,"Pork Noodles, Authentic Tibetan Food, Pork Momo, Tingmo, Hong Kong Chicken, Honey Crispy Chicken","Budget Food, Pocket Friendly Place, Service Time, Comfort Food, Chinese, Cozy Place",500
Happy Belly Bakes,"bakery, desserts, beverages","MG Road, Bangalore",11am – 12midnight (Today),"6/2, Primrose Road, MG Road, Bangalore",1,1,1,0,4.1,206,4.3,536,,"Spinach Lasagne, Mushroom Quiche, Key Lime Pie, Chocolate, Waffles, Cakes","Breakfast, Perfect Place, Decor, Waiter, Great Ambience, Prices",500
Babai Tiffins,south indian,"HSR, Bangalore",8am – 12midnight (Today),"235, 9th Main, 17th Cross, Sector 6, HSR, Bangalore",1,1,1,0,4.0,239,4.2,4577,,"Naan Kulcha, Peanut Chutney, Onion Pakoda, Upma, Masala Dosa, Idli","Awesome Spot to Hangout, Sanitised Service, Fantastic Decoration, Clean and Hygienic Place, Best in Service, Served Quickly",200
Jodhpur Sweets,"mithai, street food","Jayanagar, Bangalore",9am – 9:20pm (Today),"319/B, 5th Block, 9th Main Road, Jayanagar, Bangalore",1,1,1,0,3.0,39,4.2,339,,,,200
Cravy Wings,"burger, fast food, beverages","Koramangala 7th Block, Bangalore",12:30pm – 10:30pm (Today),"Shop 8, Ground Floor, Sapthagiri Complex, 1st Main Road, Venkateshwara Layout, S.G Palya, Koramangala 7th Block, Bangalore",1,1,1,0,4.0,225,4.4,12300,,"Chicken Cheese Ball, Crunchy Veg Burger, Veggie Delight, Hot Wings, Chicken Popcorn, Peri Peri Fries","Great Recommendations, Low Price, Polite Staff, Worth the Money, Nice Place, Good Place",400
Ambur Star Briyani ® Since 1890,"biryani, south indian, chinese, chettinad, north indian","JP Nagar, Bangalore",11am – 1:30am (Today),"Shop 19, Ground Floor, Shiva Plaza, 24th Main, JP Nagar, Bangalore",1,1,1,0,3.3,43,4.1,2365,,,"Sanitised Service, Cooperative Staff, Clean and Hygienic Place, Location, Timely Service, Fresh Food",800
Chef Master,"biryani, seafood, kerala, north indian, south indian, chinese, beverages","Jayanagar, Bangalore",8am – 10pm (Today),"1119/A/28, East End Main Road, 4th T Block, Jayanagar, Bangalore",1,1,1,0,3.6,122,3.7,3774,,"Anjal Fish, Egg Roast, Kerala Parotta, Appam",,300
Malabar Bay,"kerala, seafood, north indian, biryani, shake","BTM, Bangalore",6am – 3am (Today),"43, Krishna Nagar, SG Pallya Road, Near Christ College, BTM, Bangalore",1,1,1,0,4.2,1697,3.5,8537,Kerala themed cuisine and matching interiors.,"Duck Roast, Egg Roast, Pothichoru, Kerala Parotta, Crab, Seafood","Comfortable Seating Area, Authentic Food, Excellent Ambience, Polite, Good Hospitality, Authentic Taste",800
City Durbar,"north indian, chinese, biryani","Jayanagar, Bangalore",12noon – 11:30pm (Today),"76/1, Swagath Main Road, 30th Cross, Jayanagar, Bangalore",1,1,1,0,3.2,88,4.0,2614,,,,800
Coal Spark,"north indian, seafood, bbq, chinese, mughlai, lebanese, fast food, biryani","HSR, Bangalore",11am – 11:30pm (Today),"At 1567, Ground Floor, NGR Complex, 27Th Main, BTM Layout, B.B.M.P South(Karnataka), HSR, Bangalore",1,1,1,0,4.3,507,3.9,3588,,"Platters, Tandoori Chicken, Falooda, Roti","Cost Effective, Great Food Great Service, Good Customer Service, Fantastic Decoration, Comforting Atmosphere, Clean and Hygienic Place",1000
Ice Cafe & Lassi Shop,"beverages, juices, shake","BTM, Bangalore",12noon – 12noon (Today),"36, Vyivavi Complex, N S Palya, Industrial Area, 4th Main, 1st Cross, 2nd Stage, B G Road, BTM, Bangalore",1,1,1,0,3.8,179,3.6,10200,,,"Sugar Free Options, Fresh Fruit Juices, Quality of Food, Family Crowd, Young Crowd, Cafe",200
Gorbandh Sweets & Snacks,"street food, north indian, mithai","BTM, Bangalore",6:30am – 10:30pm (Today),"725,16th Main, 2nd Stage, BTM, Bangalore",1,1,1,1,3.8,158,4.0,9866,,,"Chirpy Crowd, Polite Staff, Amazing Place, Cute Packaging, Extensive Menu, Timely Service",400
Momo Hut,"chinese, tibetan, momos","Koramangala 5th Block, Bangalore",12noon – 11:30pm (Today),"99, 4th B Cross, Koramangala 5th Block, Bangalore",1,1,1,0,4.1,750,3.9,1383,,"Chicken Shaptra, Beef Momos, Authentic Tibetan Food, Chicken Steamed Momos, Noodle, Hakka Noodles","Good Packaging, Food Service, Favorite Place, Reasonable Prices, Polite Staff, Amazing Taste",250
Raffaele's Ristorante Pizzeria,"pizza, italian, beverages","Koramangala 6th Block, Bangalore",12:30pm – 11pm (Today),"Builders NGV Club, National Games Village, Koramangala 6th Block, Bangalore",1,1,1,0,4.1,139,4.1,1646,,"Neapolitan Pizza, Signature Pizza, Pepperoni Pizza, Pesto Pasta, Potato Wedges, Pizzas","Good Portion Size, Good Music, Elaborate Menu, Owner, Tamper Proof Packaging, Food Presentation",800
Just Sandwiches,"fast food, beverages, shake","BTM, Bangalore",8am – 8pm (Today),"Saptagiri Complex, Krishna Nagar, Industrial Layout, BTM, Bangalore",1,1,1,0,3.3,41,4.0,3300,,,,150
Copper Kitchen,"biryani, chinese, chettinad, andhra, lebanese, shake","HSR, Bangalore",11:30am – 11:30pm (Today),"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",1,1,1,0,4.1,246,3.9,1124,,,"Best in Service, Awesome Spot to Hangout, Sanitised Service, Fantastic Decoration, Clean and Hygienic Place, Served Quickly",800
Sri Bhagya Sagar,"south indian, north indian, chinese, street food, mughlai, ice cream, desserts, beverages","Bommanahalli, Bangalore",,"287/2, Patel Layout, Opposite Canara Bank, Begur Main Road, Bommanahalli, Bangalore",1,1,1,0,3.0,41,4.0,695,,,,400
Khmer Kitchen,"asian, sushi, desserts, beverages","JP Nagar, Bangalore",12noon – 11:30pm (Today),"697, 15th Cross, 100 Feet Ring Road, 2nd Phase, JP Nagar, Bangalore",1,1,1,0,4.1,372,4.2,451,,"Dim Sums, Ramen, Sushi, Bao, Cocktails, Drinks","Ambience is the Best, Ambience is Delightful, Casual Dress Code, Authentic, Service is Great and Fast, Best Staff",1800
Southinn,"south indian, north indian, fast food, beverages, chinese","HSR, Bangalore",7am – 10:30pm (Today),"1158, 5 Main Road, 7 Sector, HSR, Bangalore",1,1,1,0,3.8,223,4.0,10800,,,"Breakfast, Good Place, Price, Good Food",400
Koramangala Social,"north indian, chinese, biryani, pizza, salad, kebab, desserts, beverages","Koramangala 7th Block, Bangalore",9am – 1am (Today),"118, 3rd Floor, Koramangala Industrial Area, 80 Feet Road, Koramangala 7th Block, Bangalore",1,1,1,0,4.5,5944,3.9,1470,service and rooftop ambience,"School Chicken Tikka, Cosmo Explosion, Blueberry Pancake, Honey Chilli Fries, Liit Cocktail, Crispy Bacon","Casual Dress Code, Fairly Priced Beers, Favorite Hangout Place, Best Pub, Great Vibes, Positive Vibe",1500
Bamey's Restro Cafe,"asian, nepalese, momos","Koramangala 5th Block, Bangalore",11:30am – 10:30pm (Today),"A/5, 1st Floor, KHB Colony, Koramangala 5th Block, Bangalore",1,1,1,0,4.3,1001,4.3,4073,,"Chicken Sekuwa, Authentic Nepali Food, Nepali Thali, Momos Platter, Cheesy Corn, Tandoori Momos","Excellent Variety, Relaxed Atmosphere, Themed Decor, Serving Size, Family Place, Authentic Food",800
Sagar Fast Food,"south indian, north indian, street food, chinese, beverages, shake","Koramangala 8th Block, Bangalore",7:30am – 10pm (Today),"314/B, 20th Main, 8th Block, 80 Feet Road, Opposite Panchamuki Anjaneya Temple, Koramangala 8th Block, Bangalore",1,1,1,0,3.9,194,4.2,8667,,,"Bang for the Buck, Prompt Service, Decent Place, Good Place, Prices, Value for Money",300
Rajasthani Dhaba,"rajasthani, north indian","Shanti Nagar, Bangalore",24 Hours (Today),"9, 5th Cross, Lakshmi Road, Shanti Nagar, Bangalore",1,1,1,0,3.6,27,3.9,660,,,"Fantastic Decoration, Served Quickly, Clean and Hygienic Place, Nice Concept, Delicious Taste, Best Food under Best Budget",400
Mandya Gowdru Donne Biryani,"biryani, south indian, chettinad","HSR, Bangalore",10:30am – 12midnight (Today),"1612, 20th Main, 7th Cross, BTS Depot Road, HSR, Bangalore",1,0,1,0,3.7,202,3.9,11700,,,,300
Tarbouche,"rolls, middle eastern, lebanese","Koramangala 8th Block, Bangalore",11am – 3:30am (Today),"9/1, 1st Cross, Koramangala 8th Block, Bangalore",1,1,0,0,2.6,6,3.7,5375,,"Falafel, Hummus, Rolls, Salad","Worth the Money, Portion, Extensive Menu, Great Portions, Delicious Food, Timely Service",300
Go Native,"healthy food, south indian, fast food, desserts, beverages","HSR, Bangalore",8am – 10pm (Today),"29, 14th Main Road, Opposite BDA Complex, HSR, Bangalore",1,1,1,1,4.3,591,3.8,956,,"Whole Wheat Pizza, Crispy Bhindi, Khichda, Mysore Pak, Falafel, Chutneys","Vegan Menu, Healthy Options, Unique Menu, Gastronomical Experience, Rooftop Ambience, Comfortable Seating Area",1000
Al Makkah Restaurant,"biryani, chinese, north indian","BTM, Bangalore",12:30pm – 12midnight (Today),"13, Old Gurappanpalya Main Road, BTM, Bangalore",1,1,1,0,3.6,14,4.1,589,,,"Great Place for Family, Loved it, Clean and Hygienic Place, Fast Delivery, Food Presentation, Worth the Money",400
Gudbud,"ice cream, beverages","Koramangala 7th Block, Bangalore",11am – 3:30am (Today),"70, Jyoti Nivas, Koramangala Industrial Layout, College Road, Koramangala 7th Block, Bangalore",1,1,1,1,4.2,209,4.3,3646,,"Thali Platter, Tiramisu Ice Cream, Chocolate Fantasy, Ice Creams, Dessert","Trained Staff, Customizable Dishes, Outdoor Seating, Student Crowd, Elaborate Menu, Young Crowd",300
Arogya Ahaara,"south indian, chinese","HSR, Bangalore","7am – 11am, 11:30am – 3pm, 5:30pm – 9:15pm (Today)","108, 4th Cross, 13th Main, Jakkasandra, 5th Sector, HSR, Bangalore",1,1,1,1,4.8,838,4.0,3349,,"Idli Chatni, Healthy Breakfast, Kesari Bhath, Kharabath, Jalebi, Vada","Chirpy Crowd, Elegantly Decorated, Economical, Nice Crowd, Low Price, Hygienic Place",100
Vinaya Cafe,"south indian, north indian, chinese, street food, ice cream, desserts, beverages, shake","Jayanagar, Bangalore",7am – 10pm (Today),"1576, 9th Block, East End Main Road, Jayanagar, Bangalore",1,1,1,0,2.9,12,3.5,207,,,,400
Simpli Namdhari's,"healthy food, european, pizza, fast food, beverages","Jayanagar, Bangalore",8am – 10pm (Today),"18/1, Old 125/A, 10th Main, Ashoka Pillar Road, 1st Block, Jayanagar, Bangalore",1,0,1,0,3.1,7,4.0,1600,,,"Affordable, Wonderful Presentation, Worth the Money, Elaborate Menu, Extensive Menu, Customizable Food",400
Cupcake Noggins,"bakery, desserts","Koramangala 4th Block, Bangalore",10am – 10pm (Today),"430, 8th Main, Koramangala 4th Block, Bangalore",1,0,1,0,4.2,774,3.9,418,,"Chocolate Vanilla, Lime Cheesecake, Cupcake Noggins, Cupcakes, Cup Cakes, Red Velvet","Totally Worth it, Takeaway, Packed on Weekends, Cozy Place, Location, Presentation",400
Alfa Family Restaurant,"north indian, chinese, south indian, mughlai, fast food, beverages","Wilson Garden, Bangalore",8am – 11pm (Today),"44/3, 10th Cross, 1st Main, Arekempanahalli, Someshwari Nagar, Wilson Garden, Bangalore",1,1,1,0,3.0,59,4.0,397,,,,500
Castle Restaurant,"south indian, north indian, chinese","BTM, Bangalore",12:04pm – 11:55pm (Today),"1st Main, 1st Cross, Maruthi Nagar, Madiwala, BTM, Bangalore",1,1,1,0,3.6,6,4.2,129,,,,600
